battery_percentage,battery_age_years,ambient_temp,terrain_slope,speed_avg_kmph,acceleration_level,hvac_on,driving_mode,drive_type,top_speed_kmph,total_power_kw,total_torque_nm,battery_capacity_kwh,battery_per_kWh,battery_remaining_kWh,electric_range_km
60.94,8.71,cold,-1.91,23.13,0.38,yes,Sport,FWD,242.71,145.97,598.48,97.81,0.62,59.61,364.2
57.2,5.02,mild,1.29,122.83,0.34,yes,Normal,RWD,219.05,193.29,481.65,48.82,1.17,27.93,316.04
95.29,7.57,cold,-3.51,96.77,0.1,yes,Sport,FWD,138.57,61.84,416.71,59.29,1.61,56.5,397.26
75.34,9.7,cold,1.19,38.6,0.68,yes,Eco,RWD,173.66,77.15,491.9,61.82,1.22,46.58,344.35
65.87,7.67,cold,-4.11,34.72,0.79,yes,Normal,FWD,211.0,198.19,301.04,34.74,1.9,22.88,233.36
30.26,5.44,cold,-4.63,83.97,0.27,no,Normal,RWD,154.27,123.77,112.66,86.91,0.35,26.3,293.93
64.54,1.73,mild,4.21,87.29,0.65,no,Eco,FWD,199.12,84.17,484.28,81.82,0.79,52.81,476.99
58.29,7.62,mild,3.69,125.28,0.26,yes,Normal,RWD,179.94,95.16,517.82,61.46,0.95,35.83,315.76
69.34,6.3,hot,4.48,124.48,0.93,no,Eco,FWD,200.73,171.65,114.64,69.54,1.0,48.22,370.82
62.89,7.12,hot,-1.34,27.9,0.96,yes,Eco,RWD,223.61,172.13,383.33,73.24,0.86,46.06,336.75
51.9,2.41,cold,-1.33,30.91,0.89,yes,Sport,RWD,142.54,167.39,263.47,61.29,0.85,31.81,286.93
45.97,0.08,mild,1.66,74.94,0.82,yes,Sport,FWD,224.4,144.74,114.56,83.1,0.55,38.2,360.49
80.71,0.45,hot,-3.9,67.44,0.33,yes,Normal,RWD,124.83,76.79,468.72,37.78,2.14,30.49,331.5
98.98,8.59,cold,0.8,30.79,0.49,yes,Normal,RWD,123.68,103.97,438.41,73.1,1.35,72.35,448.62
45.26,9.38,cold,-1.04,32.9,0.68,yes,Sport,FWD,154.9,80.69,332.08,41.51,1.09,18.79,197.85
11.6,1.48,cold,1.46,76.28,0.54,no,Sport,FWD,209.14,164.29,288.55,72.91,0.16,8.46,223.44
20.45,7.74,cold,3.66,72.59,0.47,no,Eco,FWD,225.25,76.75,420.09,86.36,0.24,17.66,259.06
77.02,4.33,mild,3.98,20.38,0.69,no,Eco,FWD,177.49,169.57,214.62,89.73,0.86,69.11,507.18
86.15,3.79,mild,-2.19,36.62,0.82,no,Eco,RWD,126.21,80.15,359.44,35.42,2.43,30.51,358.92
79.22,6.96,hot,0.6,105.34,0.34,yes,Sport,FWD,197.47,68.54,512.66,73.43,1.08,58.17,411.47
27.92,1.45,hot,2.9,75.56,0.71,no,Sport,FWD,198.26,176.26,386.56,52.03,0.54,14.53,284.56
97.23,3.39,hot,4.49,120.35,0.63,yes,Normal,FWD,210.16,166.89,564.66,91.15,1.07,88.63,531.21
75.32,0.86,cold,0.37,99.42,0.24,yes,Normal,RWD,201.82,158.35,588.24,37.44,2.01,28.2,319.43
89.83,2.1,hot,-2.39,39.53,0.39,no,Eco,RWD,150.65,191.92,345.38,54.75,1.64,49.18,450.99
56.02,0.41,cold,-2.47,115.43,0.19,no,Eco,FWD,138.94,190.47,541.82,63.68,0.88,35.67,358.48
36.86,5.61,hot,2.47,97.71,0.52,yes,Sport,FWD,240.27,160.22,278.2,77.09,0.48,28.42,296.1
21.31,0.89,cold,3.74,30.05,0.76,yes,Sport,RWD,200.04,145.82,359.34,70.93,0.3,15.12,205.04
68.94,3.94,mild,-3.26,53.17,0.78,no,Sport,RWD,228.07,145.2,303.44,51.13,1.35,35.25,359.2
25.63,2.03,mild,3.1,121.74,0.28,yes,Normal,RWD,204.37,160.12,523.81,68.18,0.38,17.47,294.08
80.21,3.63,mild,-3.97,104.42,0.52,yes,Sport,RWD,151.19,53.5,194.25,65.19,1.23,52.29,403.17
79.22,8.7,hot,-2.77,46.48,0.12,no,Normal,RWD,202.68,86.7,170.22,55.79,1.42,44.2,391.49
76.23,5.5,cold,0.47,65.75,0.78,yes,Eco,FWD,196.45,182.58,193.53,44.43,1.72,33.87,302.97
36.65,3.7,hot,-3.52,84.32,0.14,yes,Eco,RWD,225.66,126.03,482.46,45.66,0.8,16.73,288.33
36.0,6.11,mild,-2.7,117.5,0.81,no,Normal,RWD,199.13,154.82,466.91,68.77,0.52,24.76,312.56
58.08,4.81,mild,4.78,52.31,0.87,yes,Sport,RWD,122.3,159.81,136.01,71.28,0.81,41.4,338.92
32.09,8.12,cold,-1.26,95.49,0.75,no,Normal,RWD,208.04,56.68,577.09,65.58,0.49,21.04,256.51
49.79,5.73,cold,-3.39,82.87,0.11,yes,Eco,RWD,246.05,187.96,221.74,71.35,0.7,35.53,319.74
59.42,3.25,mild,-4.62,48.06,0.59,yes,Eco,FWD,156.67,133.42,168.79,38.93,1.53,23.13,307.26
15.78,1.66,mild,1.83,73.44,0.81,yes,Eco,RWD,204.89,52.5,253.92,50.05,0.32,7.9,259.68
93.16,5.9,cold,4.69,31.01,0.89,no,Eco,FWD,122.03,107.44,472.55,30.98,3.01,28.86,293.62
67.28,8.14,cold,3.93,103.26,0.94,yes,Sport,RWD,163.37,149.75,545.51,46.66,1.44,31.39,244.37
40.78,0.83,mild,2.83,80.26,0.04,yes,Normal,RWD,228.62,54.24,138.55,59.65,0.68,24.33,355.16
60.05,5.26,hot,-4.74,116.0,0.43,yes,Sport,RWD,174.27,52.07,161.96,84.63,0.71,50.82,371.53
44.84,5.29,mild,4.37,118.72,0.75,yes,Eco,RWD,162.99,182.15,380.62,91.97,0.49,41.24,336.91
74.84,4.11,hot,1.62,101.93,0.47,no,Sport,RWD,239.88,191.51,198.71,73.43,1.02,54.96,413.5
62.14,4.36,hot,-3.65,104.99,0.8,no,Eco,RWD,211.64,98.62,105.38,32.35,1.92,20.1,293.15
77.62,4.73,hot,0.54,59.2,0.29,no,Eco,FWD,218.29,82.13,329.16,75.02,1.03,58.23,489.02
98.77,5.2,mild,-2.86,44.47,0.24,yes,Eco,FWD,246.45,61.65,580.79,55.17,1.79,54.49,449.78
74.83,8.31,hot,-3.96,124.56,0.78,yes,Sport,RWD,202.02,136.57,159.21,80.17,0.93,59.99,365.79
42.35,8.3,cold,0.8,59.88,0.96,no,Normal,FWD,209.3,100.37,235.7,92.51,0.46,39.18,321.13
54.91,4.45,cold,-4.48,43.34,0.86,no,Sport,FWD,192.3,87.96,458.33,46.88,1.17,25.74,268.35
51.51,9.55,cold,-2.51,56.63,0.57,no,Normal,RWD,212.05,191.97,587.04,93.45,0.55,48.14,356.95
82.07,8.1,hot,-4.12,84.57,0.08,yes,Sport,FWD,198.87,180.78,409.96,45.53,1.8,37.37,321.53
39.06,3.76,mild,-0.78,31.67,0.13,no,Eco,FWD,226.48,196.52,261.43,96.57,0.4,37.72,420.05
98.11,4.15,hot,2.9,93.02,0.09,no,Eco,RWD,198.76,62.49,247.33,54.14,1.81,53.12,449.55
11.46,3.87,cold,3.75,84.78,0.64,no,Sport,RWD,147.73,157.42,271.99,52.61,0.22,6.03,195.25
31.4,8.84,mild,-0.3,22.65,0.74,no,Sport,FWD,182.79,121.36,373.97,82.71,0.38,25.97,298.24
16.73,7.32,cold,-4.71,90.53,0.37,yes,Sport,RWD,232.64,72.77,201.43,79.38,0.21,13.28,203.84
42.21,2.98,hot,-4.61,91.11,0.19,yes,Eco,RWD,235.63,68.66,122.6,59.76,0.71,25.22,338.19
79.07,2.27,hot,-1.45,55.84,0.74,no,Normal,FWD,132.28,62.09,431.06,63.08,1.25,49.88,444.12
57.61,8.42,mild,-0.91,24.86,0.98,yes,Sport,RWD,218.46,165.58,445.74,98.14,0.59,56.54,394.88
26.57,5.33,hot,-3.83,45.74,0.65,yes,Sport,FWD,126.39,62.59,553.21,96.45,0.28,25.63,277.21
71.45,5.73,hot,2.25,86.98,0.18,no,Sport,FWD,178.14,77.47,562.86,78.79,0.91,56.3,445.58
21.16,7.07,cold,0.94,42.63,0.41,yes,Eco,RWD,227.77,76.29,178.26,85.43,0.25,18.08,244.83
68.7,7.1,mild,4.5,82.8,0.44,no,Sport,RWD,135.61,173.77,560.11,40.04,1.72,27.51,310.38
62.83,1.66,hot,0.88,111.89,0.18,yes,Normal,FWD,183.97,108.28,109.96,77.73,0.81,48.84,422.82
48.05,0.7,cold,-4.0,63.84,0.2,yes,Eco,FWD,155.46,60.73,391.16,39.22,1.23,18.85,283.96
34.23,8.34,hot,-3.75,97.88,0.93,no,Sport,RWD,246.26,193.29,177.36,82.16,0.42,28.12,274.91
37.5,9.51,cold,-3.8,59.95,0.85,no,Sport,FWD,201.75,173.78,483.62,84.97,0.44,31.86,273.94
51.67,9.12,hot,4.27,33.19,0.34,yes,Sport,FWD,225.16,51.82,590.01,71.57,0.72,36.98,304.68
17.12,7.97,cold,0.45,75.89,0.78,no,Eco,RWD,144.4,123.88,455.59,76.08,0.23,13.02,241.03
77.47,7.26,cold,0.9,24.76,0.87,no,Sport,RWD,200.93,150.58,593.06,46.75,1.66,36.22,308.06
36.35,7.88,cold,-4.95,61.62,0.8,yes,Sport,FWD,201.21,174.82,307.98,84.51,0.43,30.72,240.02
73.14,6.6,cold,-0.61,24.6,0.96,yes,Normal,FWD,195.51,74.38,290.01,79.1,0.92,57.85,384.08
43.5,4.86,hot,4.89,57.6,0.63,yes,Normal,RWD,172.21,137.99,468.04,44.02,0.99,19.15,262.51
19.04,1.33,hot,-3.99,92.29,0.93,yes,Normal,FWD,223.56,94.02,100.77,49.29,0.39,9.38,240.82
49.18,2.86,hot,-2.64,121.53,0.4,no,Eco,RWD,186.07,180.71,232.25,57.1,0.86,28.08,334.77
96.07,5.28,mild,-2.47,75.98,0.86,no,Eco,RWD,137.15,165.08,554.16,33.27,2.89,31.96,346.72
66.16,2.29,mild,3.78,69.03,0.32,no,Eco,RWD,201.51,176.62,386.95,60.63,1.09,40.11,440.78
20.21,5.12,cold,-3.03,99.68,0.47,yes,Eco,RWD,200.87,118.45,200.86,63.27,0.32,12.79,235.84
49.05,9.96,mild,-2.3,117.29,0.16,no,Normal,RWD,148.67,194.79,560.6,30.98,1.58,15.2,266.05
22.45,4.51,mild,-4.77,122.7,0.28,no,Sport,RWD,216.76,165.55,578.77,76.26,0.29,17.12,283.85
67.52,9.62,hot,4.24,39.03,0.09,no,Eco,FWD,137.87,91.63,304.87,52.53,1.29,35.47,349.04
85.94,8.75,cold,1.41,72.5,0.52,yes,Eco,RWD,180.46,183.66,271.38,74.37,1.16,63.91,420.03
20.71,9.86,mild,-4.47,66.35,0.43,no,Normal,FWD,192.92,58.04,186.59,85.29,0.24,17.66,301.19
80.73,3.22,cold,-4.36,98.58,0.05,yes,Normal,FWD,246.51,123.79,549.14,80.83,1.0,65.25,450.56
40.45,1.81,cold,-1.84,102.06,0.98,no,Eco,FWD,228.68,186.19,296.25,90.94,0.44,36.79,351.57
70.54,9.16,mild,4.72,21.23,0.9,yes,Normal,FWD,138.74,173.75,350.72,87.4,0.81,61.65,401.68
87.25,8.04,hot,-1.53,125.57,0.65,no,Normal,FWD,167.24,107.6,122.13,35.7,2.44,31.15,290.61
51.22,7.5,mild,-4.42,81.37,0.85,yes,Normal,FWD,173.08,189.22,362.5,75.24,0.68,38.54,340.71
66.75,9.25,hot,-0.29,39.86,0.23,no,Sport,RWD,208.96,108.22,420.95,81.81,0.82,54.61,404.87
16.8,8.11,hot,0.2,68.65,0.84,no,Sport,FWD,137.33,141.19,157.09,88.74,0.19,14.91,243.97
82.56,2.05,hot,-0.3,34.45,0.39,yes,Normal,FWD,202.01,116.28,449.42,39.21,2.11,32.37,349.77
38.97,5.71,cold,2.27,34.67,0.54,no,Sport,FWD,248.57,197.45,393.26,52.27,0.75,20.37,240.48
70.05,8.46,hot,4.08,109.12,0.68,no,Eco,RWD,195.99,114.31,513.63,83.92,0.83,58.79,428.66
64.0,1.37,hot,2.49,75.52,0.73,yes,Normal,RWD,229.27,143.96,467.04,64.17,1.0,41.07,357.62
24.05,9.35,hot,1.9,30.48,0.55,no,Eco,FWD,173.69,105.19,368.88,61.91,0.39,14.89,268.0
30.98,9.98,hot,-0.04,124.84,0.98,no,Eco,RWD,198.57,176.66,329.31,59.79,0.52,18.52,242.56
86.44,9.74,cold,4.78,64.52,0.91,no,Normal,RWD,157.83,93.88,500.08,46.44,1.86,40.14,306.98
39.66,6.74,mild,-0.61,42.61,0.04,no,Normal,FWD,244.0,98.96,193.19,90.07,0.44,35.72,389.41
40.66,2.05,hot,1.69,85.33,0.58,no,Normal,RWD,173.17,114.48,419.19,70.3,0.58,28.58,352.11
77.84,3.75,hot,-1.37,33.5,0.33,yes,Sport,FWD,199.07,83.44,156.2,46.0,1.69,35.81,320.23
83.18,6.79,hot,0.67,121.68,0.45,yes,Sport,FWD,245.04,52.22,416.39,98.34,0.85,81.8,488.49
55.61,7.38,cold,2.95,26.67,0.51,yes,Normal,FWD,173.0,124.36,134.15,43.28,1.28,24.07,247.07
17.53,7.6,cold,-1.61,115.24,0.67,yes,Eco,FWD,205.49,98.9,365.08,34.07,0.51,5.97,183.67
64.93,2.09,mild,-1.77,93.84,0.67,yes,Sport,FWD,124.83,135.39,489.87,30.46,2.13,19.78,278.95
75.59,3.47,cold,1.34,121.24,0.33,no,Normal,FWD,200.54,160.16,313.58,65.98,1.15,49.87,386.81
99.43,2.29,mild,0.12,33.01,0.96,no,Sport,RWD,243.16,74.14,469.36,57.22,1.74,56.89,437.13
78.52,0.66,mild,-4.68,77.44,0.39,no,Sport,FWD,135.61,192.81,435.91,63.04,1.25,49.5,448.87
20.34,9.66,cold,3.16,87.29,0.9,yes,Sport,RWD,191.16,194.31,285.09,60.8,0.33,12.37,161.44
52.37,2.07,cold,0.65,34.83,0.34,no,Eco,RWD,247.1,130.76,509.43,96.3,0.54,50.43,429.99
13.34,4.27,hot,0.71,110.57,0.4,yes,Eco,FWD,154.55,128.2,480.53,83.2,0.16,11.1,240.59
91.07,9.18,mild,-3.49,76.42,0.94,yes,Normal,RWD,226.75,151.76,481.31,43.01,2.12,39.17,337.81
37.11,1.46,mild,-4.67,76.77,0.39,no,Eco,FWD,185.28,185.3,429.38,48.69,0.76,18.07,347.74
79.08,9.28,hot,-0.74,64.95,0.76,no,Sport,FWD,132.15,117.99,340.34,37.75,2.09,29.85,287.05
92.04,0.08,hot,4.72,46.9,0.69,no,Sport,RWD,182.05,104.09,116.34,64.39,1.43,59.26,439.62
70.97,5.26,mild,2.5,93.67,0.33,no,Sport,FWD,170.58,164.66,471.63,59.58,1.19,42.28,403.39
35.79,5.95,cold,4.94,120.41,0.35,yes,Sport,RWD,213.47,76.66,439.13,98.13,0.36,35.12,281.56
55.48,6.42,hot,3.62,120.97,0.95,no,Eco,FWD,232.93,87.4,217.44,97.39,0.57,54.03,405.55
64.1,1.33,mild,0.74,44.36,0.42,no,Eco,FWD,148.74,71.96,571.64,50.82,1.26,32.58,417.45
48.73,4.62,hot,-1.91,39.02,0.28,yes,Normal,FWD,126.88,170.71,521.97,83.64,0.58,40.76,358.9
43.06,1.26,mild,-3.06,27.55,0.85,yes,Normal,FWD,128.26,161.29,186.48,79.2,0.54,34.1,353.11
84.74,2.85,mild,1.97,98.37,0.86,no,Sport,RWD,156.09,115.49,268.31,69.18,1.22,58.62,464.78
92.18,2.29,mild,-1.06,112.68,0.48,no,Eco,FWD,120.41,188.19,165.17,52.15,1.77,48.07,427.87
20.93,6.78,hot,4.23,48.03,0.27,no,Normal,RWD,242.39,174.38,227.58,48.57,0.43,10.17,244.69
31.69,2.74,cold,4.26,57.52,0.48,no,Sport,FWD,243.74,86.32,370.12,57.65,0.55,18.27,273.81
44.65,2.69,mild,4.54,41.44,0.11,yes,Normal,FWD,248.81,112.15,123.48,43.45,1.03,19.4,317.31
23.09,4.85,mild,-3.18,93.46,0.25,yes,Sport,RWD,132.77,83.91,275.42,38.88,0.59,8.98,250.41
80.72,1.28,mild,-1.51,104.2,0.87,yes,Eco,RWD,193.57,134.75,577.87,36.67,2.2,29.6,336.66
27.92,2.02,cold,1.53,82.6,0.24,no,Sport,RWD,226.85,176.26,458.27,31.91,0.87,8.91,235.85
28.06,3.91,hot,-1.15,100.92,0.03,no,Normal,FWD,242.72,71.92,115.71,43.85,0.64,12.3,282.55
23.48,9.4,cold,-3.27,57.55,0.97,no,Sport,RWD,161.71,80.15,159.34,72.28,0.32,16.97,207.55
15.89,4.42,mild,-2.14,66.72,0.59,yes,Sport,RWD,127.92,105.47,174.93,40.77,0.39,6.48,232.46
76.13,2.24,cold,-4.51,86.62,0.31,yes,Sport,RWD,121.42,156.08,291.65,63.56,1.2,48.39,367.37
14.78,3.88,mild,-0.55,116.99,0.21,no,Normal,FWD,230.26,188.34,171.47,67.05,0.22,9.91,284.35
43.53,0.98,mild,1.42,59.1,0.25,no,Normal,RWD,228.71,96.68,185.32,84.8,0.51,36.91,421.63
72.2,1.87,mild,3.32,30.19,0.11,no,Eco,FWD,223.15,96.55,184.67,72.89,0.99,52.63,482.15
34.29,2.61,mild,-1.59,38.38,0.42,yes,Normal,RWD,188.33,52.42,367.08,53.53,0.64,18.36,290.64
77.34,0.68,hot,-0.23,37.3,0.78,yes,Sport,RWD,169.63,129.39,152.36,52.96,1.46,40.96,364.2
45.19,7.04,cold,4.61,104.91,0.96,no,Sport,RWD,206.35,140.72,397.27,53.03,0.85,23.96,248.25
80.45,6.63,hot,-1.7,77.31,0.32,no,Sport,RWD,236.22,145.48,281.31,65.39,1.23,52.61,412.74
30.83,3.14,hot,-0.47,73.86,0.65,yes,Eco,FWD,175.11,157.33,272.49,45.95,0.67,14.17,256.1
62.75,2.18,hot,3.84,115.05,0.49,yes,Sport,RWD,231.37,69.54,342.44,72.57,0.86,45.54,361.56
18.4,3.55,mild,-0.86,106.37,0.15,no,Eco,FWD,168.23,123.03,370.72,96.1,0.19,17.68,329.96
40.03,6.81,hot,4.19,61.36,0.67,yes,Sport,RWD,150.77,160.31,597.17,66.33,0.6,26.55,271.33
87.73,7.35,hot,-3.44,87.49,0.74,yes,Normal,FWD,192.78,50.4,430.57,92.54,0.95,81.19,511.19
82.67,3.07,mild,0.93,47.08,0.59,no,Sport,RWD,189.47,187.35,429.61,90.07,0.92,74.46,535.47
43.13,9.13,cold,2.13,44.23,0.97,yes,Normal,FWD,232.44,144.3,483.7,54.44,0.79,23.48,238.99
90.18,8.0,hot,1.33,73.81,0.27,no,Normal,RWD,169.04,73.02,204.5,36.59,2.46,33.0,346.44
10.88,3.49,cold,-2.74,22.21,0.68,yes,Sport,FWD,141.81,187.73,439.12,85.95,0.13,9.35,166.87
86.95,0.7,cold,0.03,23.14,0.21,no,Normal,FWD,140.86,164.48,555.35,87.0,1.0,75.65,526.77
11.35,3.61,cold,-2.2,72.83,0.46,yes,Sport,FWD,227.02,76.74,404.06,46.56,0.24,5.28,190.02
56.66,8.92,mild,-3.84,77.65,0.6,no,Sport,RWD,189.89,188.83,556.21,70.29,0.81,39.83,362.43
87.14,1.57,mild,3.57,91.59,0.92,yes,Sport,FWD,247.0,97.19,420.3,33.96,2.57,29.59,313.85
97.37,6.6,cold,-3.9,63.13,0.27,yes,Eco,FWD,212.52,80.13,310.48,65.21,1.49,63.49,443.93
47.14,2.03,mild,-4.84,97.14,0.46,no,Sport,FWD,234.73,182.01,386.0,33.91,1.39,15.99,279.69
43.14,1.9,mild,-3.56,65.95,0.39,no,Normal,RWD,240.87,141.36,156.9,58.7,0.73,25.32,348.08
47.09,2.01,hot,-4.04,122.45,0.92,no,Eco,FWD,145.37,51.54,398.7,45.42,1.04,21.39,279.03
90.03,8.12,mild,4.18,63.79,0.82,no,Sport,RWD,205.66,118.76,234.35,43.4,2.07,39.07,340.48
70.22,4.88,mild,-3.17,85.75,0.56,no,Sport,RWD,196.31,180.75,583.8,43.25,1.62,30.37,345.22
98.91,9.52,cold,-2.76,115.02,0.58,yes,Eco,FWD,209.24,191.22,400.24,77.49,1.28,76.65,457.21
52.41,2.6,cold,-1.59,74.32,0.45,no,Sport,FWD,245.38,160.72,582.76,38.3,1.37,20.07,283.37
42.32,1.51,mild,-4.63,100.38,0.01,yes,Eco,FWD,198.77,96.02,192.46,38.22,1.11,16.17,327.74
19.16,8.86,cold,-3.23,84.64,0.21,yes,Sport,FWD,141.36,80.06,570.76,94.73,0.2,18.15,212.17
30.54,0.54,mild,1.82,103.95,0.19,yes,Normal,RWD,129.36,51.84,133.31,41.81,0.73,12.77,301.72
84.63,2.61,mild,-0.29,81.35,0.9,no,Eco,RWD,203.96,103.99,597.89,92.06,0.92,77.91,575.05
34.96,3.66,cold,4.05,24.45,0.52,no,Sport,RWD,156.81,92.82,398.59,86.61,0.4,30.28,311.73
91.21,4.03,cold,-2.89,92.93,0.84,no,Sport,FWD,204.34,124.38,286.64,39.83,2.29,36.33,315.72
29.07,6.15,cold,-4.61,79.95,0.82,no,Normal,RWD,197.81,170.93,119.32,83.98,0.35,24.41,257.04
42.74,1.92,cold,-0.88,52.98,0.56,no,Normal,RWD,162.82,83.76,449.46,54.05,0.79,23.1,318.27
74.01,3.67,hot,-1.48,74.08,0.06,no,Normal,RWD,167.56,144.05,474.53,64.24,1.15,47.54,427.18
11.29,2.46,mild,4.7,84.0,0.55,no,Normal,RWD,233.68,67.37,239.46,82.61,0.14,9.33,291.75
92.59,8.35,hot,1.24,27.85,0.98,yes,Sport,FWD,200.8,105.6,588.72,93.73,0.99,86.78,477.11
23.7,2.7,mild,2.26,66.66,0.98,yes,Eco,RWD,121.3,59.93,267.81,62.22,0.38,14.75,283.94
65.8,9.06,mild,2.08,81.8,0.48,no,Sport,RWD,147.63,93.6,409.41,86.5,0.76,56.92,440.38
35.39,3.07,mild,3.01,101.11,0.63,no,Eco,RWD,132.54,85.48,318.15,36.8,0.96,13.02,301.55
54.76,6.99,mild,-3.78,115.03,0.35,yes,Sport,RWD,122.05,195.85,172.87,73.51,0.74,40.25,335.81
51.67,4.91,mild,1.0,105.36,0.42,yes,Normal,RWD,227.68,122.32,324.77,43.65,1.18,22.55,295.51
37.5,1.32,hot,-3.37,107.43,0.78,yes,Normal,FWD,155.28,157.93,109.11,45.47,0.82,17.05,254.46
45.07,0.73,cold,1.84,125.49,0.59,yes,Eco,RWD,245.88,66.76,331.47,87.48,0.52,39.43,331.3
61.53,3.47,cold,0.22,26.91,0.06,no,Sport,RWD,237.68,51.54,553.48,47.73,1.29,29.37,317.67
33.73,2.35,mild,1.36,20.04,0.61,no,Sport,RWD,220.91,108.89,472.78,43.92,0.77,14.81,289.64
47.53,0.05,cold,4.08,120.26,0.9,no,Eco,FWD,125.29,50.76,231.13,56.65,0.84,26.93,310.94
96.67,5.59,cold,-4.44,101.06,0.09,yes,Eco,FWD,156.81,128.75,289.36,82.34,1.17,79.6,516.14
69.4,2.93,mild,3.2,115.77,0.78,no,Normal,FWD,146.47,80.47,425.41,36.92,1.88,25.62,326.65
26.36,7.09,hot,2.62,121.56,0.78,no,Normal,RWD,184.91,131.61,224.98,32.01,0.82,8.44,202.04
49.82,3.54,cold,0.34,50.08,0.73,yes,Eco,FWD,210.6,103.81,593.56,32.2,1.55,16.04,257.69
78.71,8.9,cold,4.87,36.27,0.82,no,Sport,FWD,125.46,143.29,577.4,56.54,1.39,44.5,318.79
73.72,1.04,hot,1.75,117.97,0.77,no,Eco,RWD,145.19,111.12,174.71,59.29,1.24,43.71,410.34
92.26,8.04,mild,-0.52,115.88,0.93,no,Normal,RWD,185.48,105.0,447.05,68.6,1.34,63.29,453.59
85.66,9.82,cold,-3.38,41.53,0.36,yes,Eco,FWD,148.69,55.63,498.03,61.88,1.38,53.01,371.1
98.33,6.32,mild,-1.01,125.49,0.23,yes,Eco,FWD,198.63,182.06,564.72,91.58,1.07,90.05,559.2
85.26,1.79,hot,2.98,108.33,0.2,no,Sport,RWD,213.91,131.26,190.74,39.64,2.15,33.8,350.34
94.19,6.14,mild,-2.19,54.77,0.82,yes,Eco,RWD,179.69,170.08,189.47,72.46,1.3,68.25,472.87
59.51,0.22,mild,2.43,116.22,0.29,yes,Normal,RWD,170.97,151.2,300.62,87.93,0.68,52.33,433.37
36.45,6.37,mild,-1.89,78.5,0.98,no,Normal,FWD,207.17,105.2,408.37,48.72,0.75,17.76,276.84
48.96,9.96,hot,-4.89,63.7,0.93,no,Eco,RWD,188.16,119.27,257.03,96.78,0.51,47.38,367.45
56.3,0.32,mild,0.98,54.98,0.57,yes,Sport,RWD,226.06,88.61,209.1,33.76,1.67,19.01,290.2
73.81,5.56,mild,-0.15,45.61,0.84,yes,Sport,FWD,128.6,192.38,555.76,74.93,0.99,55.31,406.74
57.48,8.26,mild,-1.08,82.59,0.18,no,Normal,FWD,123.47,145.69,110.62,81.07,0.71,46.6,427.9
88.93,5.71,cold,-3.14,65.11,0.44,no,Eco,FWD,123.79,195.05,112.48,78.5,1.13,69.81,481.92
21.11,8.88,cold,1.43,79.91,0.19,no,Sport,RWD,227.63,198.18,454.78,52.46,0.4,11.07,224.96
13.32,1.25,cold,-1.34,28.43,0.7,yes,Normal,RWD,169.32,125.82,232.06,99.42,0.13,13.24,228.15
66.71,4.15,mild,-0.61,60.55,0.59,no,Eco,FWD,139.47,97.54,166.56,89.19,0.75,59.5,510.24
40.65,7.9,cold,2.05,36.97,0.97,no,Normal,RWD,226.3,55.14,368.0,32.2,1.26,13.09,211.69
93.49,4.13,hot,0.84,57.31,0.6,no,Eco,FWD,170.07,181.38,277.56,93.19,1.0,87.12,577.56
13.84,3.58,mild,2.25,73.83,0.68,no,Normal,FWD,226.24,136.35,380.02,82.14,0.17,11.37,283.89
28.55,9.16,hot,2.58,82.1,0.69,yes,Normal,RWD,125.31,120.32,420.54,98.59,0.29,28.15,288.31
89.21,2.35,hot,-4.99,33.63,0.12,no,Sport,FWD,139.89,58.96,327.24,55.67,1.6,49.66,422.72
82.36,7.26,mild,0.56,104.1,0.62,yes,Normal,RWD,154.56,108.09,514.04,45.26,1.82,37.28,338.41
16.19,4.37,hot,0.92,66.63,0.32,no,Sport,RWD,120.11,58.28,214.56,51.52,0.31,8.34,250.2
99.15,2.93,hot,-0.38,117.23,0.41,no,Sport,RWD,178.33,161.27,182.6,84.21,1.18,83.49,543.03
42.04,1.13,hot,-2.55,111.74,0.58,yes,Sport,FWD,122.55,80.08,269.09,38.04,1.11,15.99,249.43
93.94,6.94,hot,-3.84,29.63,0.4,no,Sport,FWD,127.01,192.5,290.06,70.6,1.33,66.32,445.92
47.72,4.87,hot,1.56,126.53,0.58,yes,Eco,RWD,224.76,187.59,548.08,41.77,1.14,19.93,253.68
25.8,9.42,mild,-4.35,29.4,0.5,no,Sport,RWD,195.72,89.68,320.89,40.92,0.63,10.56,245.13
48.35,5.15,hot,1.92,55.49,0.9,yes,Eco,RWD,167.14,124.09,536.2,40.16,1.2,19.42,255.64
99.7,5.63,mild,3.81,116.07,0.46,no,Eco,FWD,141.59,71.35,116.01,98.3,1.01,98.01,634.34
52.27,1.77,cold,-1.85,25.57,0.82,no,Eco,FWD,170.54,119.0,173.65,71.64,0.73,37.45,348.3
74.35,8.45,hot,0.68,78.95,0.69,no,Sport,RWD,248.92,135.22,391.17,98.79,0.75,73.45,466.17
83.55,9.43,hot,1.79,27.78,0.25,no,Sport,FWD,171.2,159.77,381.73,86.51,0.97,72.28,478.66
82.78,1.82,hot,-0.4,42.07,0.17,no,Eco,FWD,121.03,75.87,344.62,37.45,2.21,31.0,391.83
15.35,2.03,mild,2.65,117.65,0.23,no,Sport,RWD,142.96,161.69,434.84,66.2,0.23,10.16,254.8
