hydrogen_percentage,fuel_cell_age_years,fuel_cell_efficiency,ambient_temp,terrain_slope,speed_avg_kmph,acceleration_level,hvac_on,driving_mode,drive_type,cargo_volume_liters,top_speed_kmph,total_power_kw,total_torque_nm,range_in_km
17.81,6.86,53.94,mild,-4.32,65.11,0.31,yes,sport,FWD,1728.78,259.16,112.25,654.75,422.98
41.59,0.66,43.33,cold,-4.6,92.65,0.13,yes,normal,AWD,980.78,292.92,58.73,846.53,483.3
13.78,13.24,45.6,mild,-2.29,83.57,0.85,yes,sport,FWD,1140.27,164.92,66.51,699.47,344.34
85.29,0.4,58.14,hot,-0.15,65.62,0.28,no,normal,FWD,475.61,233.28,138.82,201.89,676.55
58.42,8.71,48.98,cold,0.47,59.07,0.54,no,eco,RWD,1803.28,257.88,93.43,764.95,537.23
78.19,8.86,53.24,hot,2.59,46.73,0.19,yes,eco,RWD,128.35,190.92,185.57,579.09,640.12
86.17,0.85,61.51,mild,1.35,96.05,0.62,no,sport,AWD,1422.58,152.33,180.96,743.54,634.87
23.16,1.38,40.52,mild,4.63,82.14,0.16,no,normal,RWD,893.51,205.66,157.99,232.8,531.8
43.31,10.68,56.53,mild,3.38,53.66,0.92,yes,normal,AWD,1543.49,164.3,68.09,635.87,409.33
54.7,7.88,47.31,mild,-2.28,107.82,0.64,yes,normal,AWD,654.96,283.01,109.24,354.45,438.43
81.99,8.73,60.44,cold,-2.18,100.64,0.54,yes,eco,FWD,1940.85,288.8,171.54,513.54,555.23
17.11,5.86,43.54,mild,0.25,66.03,0.9,no,normal,FWD,1315.63,209.17,196.72,654.78,501.62
31.82,5.54,52.75,mild,-4.85,75.49,0.26,no,eco,RWD,1893.27,210.47,114.84,962.59,527.71
56.74,5.39,48.89,cold,-2.53,22.58,0.27,no,eco,AWD,1739.06,205.64,100.93,427.02,546.04
64.78,13.42,54.11,mild,4.53,84.23,0.1,yes,sport,RWD,1679.18,231.59,137.6,519.63,479.86
64.37,11.31,45.91,hot,3.63,113.27,0.58,yes,sport,FWD,422.56,158.22,172.5,980.98,452.43
37.1,5.91,48.22,hot,4.34,110.82,0.89,yes,sport,FWD,1292.22,174.26,165.57,671.24,404.07
56.01,3.97,41.22,hot,-2.33,35.37,0.98,no,normal,RWD,1923.48,154.33,138.99,412.07,505.44
53.65,12.32,46.16,cold,-3.25,36.8,0.33,yes,sport,RWD,1916.65,205.68,98.72,162.49,433.25
11.9,5.21,52.37,mild,-2.42,82.27,0.24,no,normal,RWD,194.75,267.7,210.44,700.59,568.85
72.53,5.0,53.06,cold,-1.13,92.09,0.13,no,normal,RWD,856.46,277.66,125.73,496.03,596.01
79.08,0.26,56.63,cold,-4.79,40.9,0.39,yes,sport,RWD,1165.45,187.9,171.78,487.54,594.78
61.62,3.55,59.82,hot,-4.86,21.43,0.57,no,eco,AWD,123.52,294.29,225.12,211.43,623.49
57.37,12.52,62.73,mild,-3.42,54.16,0.62,no,sport,RWD,1310.3,229.73,219.4,942.85,555.44
35.19,9.19,48.47,cold,1.5,67.84,0.95,yes,sport,AWD,114.21,206.45,61.66,747.09,430.96
39.64,1.12,60.1,hot,3.1,114.01,0.89,yes,eco,RWD,943.28,243.11,208.31,505.45,533.08
24.75,8.08,56.67,mild,2.83,102.02,0.25,no,eco,AWD,1852.41,261.08,215.41,912.47,512.47
36.88,14.92,55.11,mild,1.05,58.55,0.79,yes,sport,FWD,1705.39,242.98,78.37,592.4,383.46
69.69,8.6,47.11,mild,-1.47,90.73,0.6,no,eco,AWD,746.91,158.74,197.94,152.98,601.3
34.3,5.22,41.78,mild,-3.2,80.93,0.24,yes,sport,FWD,182.72,226.85,200.83,790.97,544.85
17.69,14.36,50.51,mild,-3.04,103.64,0.37,no,normal,AWD,1261.7,279.89,77.31,239.67,402.35
78.24,13.56,52.79,mild,1.62,109.45,0.63,no,sport,RWD,1381.44,278.05,215.58,838.88,546.42
22.54,3.85,51.59,cold,3.58,92.92,0.55,yes,sport,FWD,1866.15,182.25,74.23,498.47,391.87
25.88,14.37,43.7,mild,-0.21,116.63,0.37,no,normal,AWD,1658.75,250.17,86.9,769.86,377.74
87.86,7.32,46.19,cold,-4.02,106.71,0.06,yes,normal,RWD,655.83,215.6,91.52,690.61,513.87
48.14,7.26,56.66,hot,3.94,23.32,0.93,no,eco,FWD,1873.62,266.14,173.79,252.51,532.25
49.48,7.84,49.44,hot,3.17,100.62,0.12,no,eco,RWD,447.84,199.42,112.28,160.99,556.43
78.57,9.37,57.94,cold,1.12,75.26,0.56,no,sport,RWD,1171.91,158.8,194.83,786.52,601.76
82.65,7.71,62.78,hot,-2.62,63.78,0.59,no,eco,FWD,1790.74,157.85,78.92,841.52,604.4
27.02,11.35,61.32,cold,-1.58,68.17,0.44,yes,eco,FWD,834.19,284.18,142.19,501.23,527.03
23.77,6.26,46.24,hot,-2.94,63.42,0.4,yes,normal,FWD,948.52,227.1,85.89,781.3,462.51
17.76,14.42,60.29,hot,2.42,59.89,0.45,yes,sport,RWD,653.16,170.64,106.01,237.04,416.83
24.44,9.18,58.88,hot,0.34,26.13,0.66,no,normal,AWD,1768.1,238.58,237.19,233.39,534.24
55.8,0.09,42.24,cold,0.2,99.22,0.17,yes,normal,RWD,1099.76,235.51,82.37,388.07,515.45
95.31,13.27,56.0,cold,-4.78,97.55,0.68,yes,eco,RWD,731.36,178.29,74.74,500.29,500.52
89.92,13.16,54.11,cold,1.7,111.85,0.11,no,sport,FWD,1302.75,187.32,160.52,906.21,530.75
23.76,3.23,58.38,cold,4.12,32.14,0.6,no,sport,RWD,1627.9,272.54,57.47,701.47,442.64
18.65,14.26,53.39,mild,-0.27,30.28,0.46,yes,normal,AWD,1574.38,170.89,191.72,721.1,458.63
25.89,7.46,60.26,cold,-1.16,43.37,0.42,yes,eco,AWD,895.03,297.05,237.54,880.05,555.12
60.31,11.32,46.59,cold,0.89,103.71,0.54,yes,sport,AWD,1737.41,174.18,89.86,464.41,411.8
58.49,9.9,61.69,cold,-1.65,70.85,0.36,no,sport,RWD,1215.22,197.3,120.64,174.51,538.13
96.11,0.73,62.39,hot,-2.33,30.17,0.55,yes,sport,RWD,370.95,277.26,229.03,332.37,668.56
46.56,13.29,63.06,cold,-4.26,88.83,0.14,yes,normal,FWD,886.44,200.73,203.22,776.62,560.87
69.02,13.6,44.92,hot,1.31,80.15,0.81,no,sport,AWD,149.32,255.02,172.15,130.82,537.91
74.61,4.98,60.41,cold,3.14,107.93,0.74,yes,sport,RWD,1342.22,208.64,55.05,601.16,481.3
35.7,3.93,49.82,mild,4.67,111.03,0.24,yes,sport,FWD,1627.96,153.15,129.44,413.6,446.95
44.76,8.69,52.57,cold,3.28,105.3,0.56,no,normal,AWD,1331.3,225.72,224.18,527.71,540.08
51.33,1.27,45.66,cold,-4.64,73.9,0.38,no,normal,AWD,1757.23,209.02,66.13,315.83,525.8
39.64,5.77,49.52,mild,-2.31,52.3,0.74,yes,eco,AWD,1098.75,275.46,208.26,703.58,543.84
42.53,5.18,60.23,mild,0.18,75.74,0.08,no,eco,FWD,1162.12,268.49,95.28,260.27,611.94
78.64,9.23,56.92,mild,2.73,91.95,0.03,no,normal,FWD,319.95,197.17,243.94,751.65,670.2
88.48,13.57,43.33,hot,2.76,110.43,0.14,yes,normal,AWD,1390.61,285.4,121.63,807.74,496.55
69.72,9.2,62.17,cold,1.81,92.24,0.55,no,normal,FWD,1872.78,179.53,209.38,286.79,600.42
81.03,12.66,49.13,cold,0.82,30.01,0.05,yes,eco,RWD,605.25,196.79,240.81,708.69,643.22
31.01,0.01,54.19,cold,-4.5,77.9,0.37,no,sport,RWD,538.61,188.39,139.97,660.22,547.54
77.88,2.0,45.19,cold,-2.47,55.05,0.7,yes,sport,FWD,1693.75,229.88,161.14,264.8,528.77
34.63,2.77,61.17,hot,-0.73,22.63,0.3,no,normal,FWD,1722.04,284.71,54.1,356.79,504.36
26.83,9.36,43.71,mild,3.17,113.76,0.39,no,sport,AWD,923.07,175.09,185.77,837.35,419.4
97.59,6.13,45.8,cold,3.64,86.37,0.39,yes,normal,RWD,382.99,204.31,144.11,561.34,601.93
30.54,5.08,53.97,mild,-1.53,111.11,0.57,no,sport,RWD,598.14,164.93,94.0,139.27,460.69
58.72,10.78,60.15,cold,-0.95,111.9,0.96,yes,eco,FWD,1422.04,183.51,86.73,883.53,450.74
85.04,3.07,54.71,hot,3.7,87.35,0.66,no,normal,RWD,1615.35,263.67,172.73,666.88,626.82
69.41,12.79,60.57,hot,-2.93,38.83,0.66,yes,sport,AWD,1680.18,291.27,81.33,176.66,439.79
11.37,3.6,41.55,cold,1.0,84.82,1.0,no,eco,RWD,157.22,184.27,83.1,807.2,460.03
82.49,11.25,40.16,hot,-4.12,31.98,0.2,yes,sport,FWD,295.83,221.77,156.81,149.02,530.79
89.09,14.45,44.76,cold,-4.52,87.69,0.3,no,normal,RWD,1127.61,164.63,99.59,202.21,535.47
65.02,14.94,45.61,cold,-0.69,119.84,0.1,no,eco,RWD,1951.41,163.09,125.12,492.85,500.23
64.4,1.75,43.03,cold,-4.83,43.88,0.43,no,normal,AWD,1613.0,289.26,164.31,216.84,566.8
14.82,1.26,55.03,hot,-4.55,93.98,0.96,no,eco,AWD,827.45,259.4,107.56,637.01,492.2
30.41,5.76,61.18,mild,-3.41,98.8,0.35,yes,sport,FWD,1266.48,220.45,206.19,599.92,505.95
11.14,1.81,49.46,hot,-4.78,41.01,0.39,yes,eco,RWD,853.53,231.14,103.46,649.96,476.54
43.74,1.76,52.52,hot,-3.1,102.26,0.5,no,sport,AWD,263.28,270.94,67.57,964.21,492.16
76.78,10.88,56.94,mild,-3.29,95.5,0.55,no,sport,RWD,1109.59,223.72,161.98,425.82,549.36
96.94,5.77,58.28,hot,-1.46,91.62,0.72,no,sport,RWD,1817.28,201.71,211.47,394.5,626.52
14.29,1.49,42.46,hot,-2.14,38.17,0.29,no,sport,AWD,504.96,182.24,50.65,522.0,461.91
24.87,7.34,58.56,mild,2.93,81.17,0.63,yes,eco,AWD,1808.46,285.32,249.66,818.19,523.96
40.4,8.81,61.51,mild,1.04,37.16,0.15,no,normal,RWD,893.41,234.63,80.56,587.63,527.95
95.77,11.68,44.49,hot,-4.68,37.36,0.75,no,normal,AWD,1663.97,271.48,143.7,745.13,520.35
75.75,0.09,50.08,mild,-0.49,90.34,0.25,no,eco,FWD,1384.71,174.88,141.89,692.22,625.5
56.66,7.13,58.87,mild,3.07,78.12,0.89,no,sport,RWD,320.28,267.83,150.14,274.56,568.42
54.0,14.22,44.13,mild,-1.79,55.04,0.46,no,sport,AWD,1469.56,254.34,138.01,217.68,460.58
17.71,9.68,54.26,cold,-2.92,92.35,0.74,yes,sport,RWD,581.09,285.79,104.16,388.68,418.94
34.06,2.7,52.25,hot,-3.97,119.38,0.24,no,sport,RWD,1808.04,250.89,82.05,728.06,440.74
96.05,13.86,49.02,cold,-1.74,118.0,0.7,yes,eco,AWD,1045.11,264.46,85.11,138.6,465.5
24.2,0.46,52.28,mild,-1.89,33.47,0.65,yes,eco,AWD,602.1,158.14,134.07,691.51,529.49
98.15,0.28,43.95,cold,-4.31,72.85,0.47,yes,normal,RWD,152.04,242.75,75.91,464.11,611.92
43.45,1.9,45.48,cold,-4.12,52.48,0.14,yes,eco,AWD,1113.31,262.37,203.09,186.02,572.03
30.62,1.72,40.88,hot,-0.14,42.54,0.35,no,sport,FWD,544.52,220.24,58.73,337.69,502.59
17.06,2.82,44.0,cold,2.58,68.79,0.1,yes,sport,FWD,1901.91,171.33,232.83,929.43,525.22
99.55,12.96,56.4,hot,-0.9,27.1,0.27,yes,sport,FWD,1781.45,161.36,69.4,959.23,509.68
40.33,1.78,47.13,mild,2.68,92.78,0.98,yes,eco,FWD,350.84,237.78,172.37,634.93,516.94
74.98,13.4,48.83,mild,0.51,25.4,0.8,yes,sport,RWD,339.17,274.49,215.25,567.97,536.95
14.92,9.9,41.47,cold,1.53,45.89,0.04,yes,normal,RWD,135.43,160.58,210.33,156.62,528.8
66.71,8.06,46.21,cold,-4.51,25.48,0.04,yes,eco,AWD,1766.59,299.1,126.32,940.71,502.51
55.61,1.24,57.5,hot,-0.74,54.87,0.24,yes,normal,AWD,1272.25,171.81,174.23,163.63,608.5
36.74,3.68,44.89,mild,-0.31,83.55,0.97,no,normal,FWD,534.3,283.6,211.67,761.33,559.88
64.95,1.43,55.91,cold,-3.07,58.02,0.62,yes,eco,AWD,1805.32,225.91,61.51,559.37,538.58
84.54,13.39,41.2,hot,1.68,32.37,0.09,yes,eco,AWD,897.53,281.55,138.96,850.19,558.52
69.09,3.58,64.69,hot,4.02,52.64,0.43,no,eco,FWD,1635.91,155.3,223.07,451.47,667.78
17.37,14.48,46.35,mild,2.25,26.66,0.86,no,normal,FWD,623.84,273.68,192.37,683.96,469.19
40.2,1.61,59.51,mild,3.88,86.35,0.48,yes,sport,RWD,588.97,235.67,141.19,939.54,507.48
28.28,11.09,59.39,mild,4.63,71.32,0.68,yes,eco,RWD,1714.82,299.78,212.94,444.23,519.95
11.14,10.37,55.13,mild,0.06,103.37,0.65,no,eco,RWD,1513.53,232.63,148.24,907.74,465.86
21.83,4.22,61.12,mild,-0.85,85.42,0.64,yes,eco,FWD,1562.53,198.59,168.72,261.46,534.77
66.83,10.44,62.28,mild,-2.69,90.63,0.39,no,sport,RWD,1521.21,228.31,240.73,861.39,574.35
45.82,7.93,59.46,cold,2.89,91.58,0.57,no,sport,FWD,683.15,215.2,181.9,587.51,529.94
63.49,6.12,56.93,hot,-0.86,105.72,0.22,no,eco,AWD,1350.66,224.46,144.03,995.28,594.13
58.39,12.72,63.36,mild,2.89,41.68,0.01,no,eco,RWD,1361.33,187.15,98.35,222.81,576.27
42.91,9.27,48.58,cold,-4.15,29.04,0.18,no,sport,FWD,1319.78,244.33,235.35,919.8,537.66
23.13,8.78,45.5,hot,0.63,83.29,0.35,yes,sport,FWD,759.54,178.52,249.1,163.55,531.18
26.69,10.22,40.57,cold,-2.58,103.62,0.8,no,sport,FWD,1623.93,276.72,61.84,675.37,360.4
68.68,4.79,51.77,hot,-4.27,29.87,0.39,no,eco,FWD,1635.72,239.85,78.12,908.6,558.18
17.91,2.77,64.29,hot,4.38,88.4,0.88,yes,eco,FWD,1659.54,289.21,71.22,189.03,432.0
91.15,14.93,62.4,cold,-3.25,73.8,0.42,yes,normal,AWD,1458.31,251.7,111.63,646.72,554.89
29.97,3.45,54.06,cold,3.98,47.9,0.61,yes,normal,AWD,186.36,267.42,74.73,255.9,496.31
82.33,3.4,54.43,hot,1.68,74.27,0.47,no,eco,FWD,1949.87,246.36,241.06,183.83,695.49
72.57,14.71,55.56,cold,-1.9,42.09,0.49,yes,sport,RWD,1027.67,290.25,167.22,473.69,531.59
57.85,2.98,55.97,mild,1.36,27.46,0.4,yes,eco,AWD,202.38,284.56,65.2,858.81,566.29
66.32,8.17,54.62,mild,-3.05,104.86,0.4,no,sport,FWD,1970.57,209.21,219.96,585.33,531.01
47.77,9.48,42.16,mild,-1.27,115.22,0.19,yes,eco,FWD,665.2,256.56,110.02,651.21,446.66
30.87,2.91,47.75,cold,-4.76,47.1,0.02,no,sport,RWD,449.07,199.63,54.0,549.69,489.74
18.08,3.16,42.23,mild,-4.88,59.86,0.77,yes,normal,AWD,1544.74,202.91,168.26,874.93,444.31
97.02,4.1,43.75,hot,0.96,46.03,0.79,yes,normal,RWD,615.58,282.71,109.63,498.97,560.93
80.58,4.85,58.04,hot,-1.93,105.13,0.22,no,sport,AWD,305.18,232.13,239.65,660.12,626.23
85.52,7.81,45.77,mild,-0.26,95.51,0.88,yes,sport,RWD,545.12,222.39,77.24,773.56,480.36
77.86,12.07,54.27,cold,4.59,78.93,0.33,no,eco,RWD,1334.86,267.12,102.01,125.37,581.59
30.15,0.12,62.34,mild,3.43,39.59,0.47,no,normal,AWD,1860.07,254.88,63.43,499.21,503.21
53.52,9.45,55.63,cold,-0.31,24.22,0.32,yes,sport,AWD,807.21,268.56,66.44,553.27,479.78
28.04,7.01,41.7,cold,-1.48,94.31,0.77,no,eco,RWD,1368.54,158.38,213.64,459.37,502.12
10.51,9.76,59.3,mild,-3.39,93.34,0.58,yes,normal,AWD,1845.33,215.68,58.8,220.94,379.74
84.03,5.45,55.18,cold,0.81,35.05,0.44,no,eco,AWD,129.26,229.74,59.51,374.91,620.83
58.49,10.32,51.54,cold,-4.12,66.04,0.32,yes,normal,AWD,1717.49,209.27,151.86,661.17,485.98
19.79,7.0,62.93,cold,3.55,33.2,0.28,yes,eco,FWD,734.76,276.21,231.57,194.08,560.12
47.58,12.34,52.19,hot,1.97,109.27,0.75,yes,eco,FWD,1826.62,246.34,161.03,436.56,465.46
98.3,2.92,41.24,mild,0.64,51.48,0.44,yes,sport,RWD,282.44,244.04,104.16,213.07,603.37
36.02,10.0,56.44,mild,4.11,54.67,0.25,yes,sport,FWD,384.32,219.78,182.21,724.77,523.49
13.69,9.55,55.43,cold,2.81,60.91,0.83,no,normal,FWD,1637.08,264.59,240.07,335.23,532.53
79.93,5.39,46.81,mild,2.87,32.0,0.84,yes,eco,FWD,147.66,289.66,146.93,420.67,562.25
47.11,3.05,48.62,mild,0.09,37.25,0.5,no,sport,RWD,1998.67,210.01,84.49,711.29,523.85
10.59,5.14,50.41,mild,3.5,23.39,0.4,yes,eco,RWD,1075.5,214.06,189.45,764.12,506.75
85.35,9.67,40.3,cold,0.91,73.82,0.17,no,eco,RWD,1282.08,189.17,239.91,974.38,636.65
96.49,12.23,59.68,hot,1.46,30.42,0.63,yes,eco,FWD,1472.94,212.13,197.72,751.9,599.04
52.06,2.93,61.11,cold,-4.2,96.25,0.45,no,eco,AWD,728.63,173.32,153.7,458.34,588.2
58.19,8.46,45.68,mild,-3.09,70.77,0.96,no,eco,AWD,171.5,154.53,66.0,709.9,489.61
58.9,13.69,57.79,cold,2.05,118.95,0.67,no,sport,AWD,1033.2,274.33,66.13,329.17,431.85
92.27,0.67,55.28,mild,-1.25,106.3,0.45,no,eco,RWD,1148.28,186.9,106.39,165.73,605.51
50.93,14.24,49.87,hot,2.85,93.15,0.97,no,normal,FWD,1266.86,268.62,51.17,989.99,421.76
76.85,12.69,50.33,mild,-0.96,95.28,0.04,no,eco,FWD,1543.0,299.55,53.39,789.29,552.86
74.76,11.52,40.65,cold,2.47,45.52,0.28,no,sport,FWD,1957.34,182.23,131.06,687.05,507.69
86.25,14.2,40.77,mild,2.75,29.91,0.47,yes,normal,AWD,817.27,199.48,54.96,744.26,473.65
88.82,8.17,52.05,mild,4.38,108.54,0.29,no,sport,FWD,1943.64,253.63,165.61,818.79,552.61
80.11,14.05,52.5,hot,-1.59,100.15,0.68,yes,sport,FWD,1501.77,248.1,55.72,355.4,435.33
40.07,14.26,48.33,mild,-2.94,28.73,0.74,yes,eco,RWD,1615.95,275.53,74.37,924.99,426.33
63.39,14.62,51.09,mild,-4.07,118.77,0.96,no,normal,AWD,1685.49,291.83,106.42,417.56,395.9
73.1,13.56,42.93,mild,-1.37,45.06,0.94,yes,normal,FWD,1132.55,299.61,95.54,625.23,459.65
24.05,1.3,40.9,hot,-4.02,100.7,0.45,yes,sport,RWD,1451.44,189.45,101.36,450.96,427.79
41.44,9.95,40.67,mild,2.42,52.32,0.47,no,normal,AWD,1788.25,174.13,167.58,324.56,512.41
22.16,5.95,59.81,cold,-2.81,41.02,0.98,yes,normal,AWD,1066.8,233.44,55.45,266.0,413.17
73.66,7.61,40.28,mild,-1.33,110.72,0.63,yes,eco,FWD,429.32,284.48,78.3,635.27,480.02
64.95,4.08,61.95,cold,3.57,34.84,0.05,yes,sport,FWD,1899.51,221.0,180.21,530.67,593.25
28.75,2.94,40.25,mild,-2.23,101.19,0.52,no,eco,FWD,1417.29,179.18,143.32,844.54,508.18
10.88,2.88,60.23,mild,3.33,108.78,0.81,no,eco,FWD,297.98,214.0,173.69,880.01,529.64
18.35,7.69,62.48,mild,-1.57,91.26,0.92,no,eco,FWD,579.43,195.19,123.56,202.92,493.47
21.51,0.94,51.07,cold,-3.46,85.74,0.84,yes,eco,RWD,1388.99,170.32,99.76,996.13,477.24
30.1,2.81,58.76,hot,1.06,56.64,0.35,no,sport,AWD,970.0,244.97,64.25,282.01,507.54
91.57,4.31,45.18,hot,1.16,25.71,0.35,yes,sport,FWD,1823.86,253.09,157.34,138.2,546.84
90.12,4.57,58.01,hot,0.76,118.96,0.14,yes,eco,FWD,1456.67,225.61,52.33,880.17,554.63
65.74,10.2,41.47,cold,3.6,116.05,0.45,no,normal,RWD,1339.88,268.68,128.04,517.6,461.61
18.42,5.59,59.27,mild,3.4,32.59,0.7,yes,eco,FWD,1595.82,158.96,229.59,323.82,522.34
24.68,7.36,51.27,hot,-2.34,110.2,0.58,no,sport,AWD,1795.65,215.78,170.57,620.36,428.36
82.47,11.79,43.26,cold,4.83,111.17,0.4,yes,normal,RWD,1507.76,200.78,104.0,758.92,463.79
71.4,5.13,54.16,hot,-2.1,22.6,0.62,yes,eco,FWD,995.55,178.35,143.94,983.55,574.34
64.51,14.38,56.06,cold,-0.42,114.32,0.82,no,normal,RWD,417.14,271.11,64.69,635.83,480.37
25.32,7.48,42.31,mild,3.31,91.94,0.23,yes,normal,RWD,645.94,246.1,236.5,669.4,519.85
89.69,3.25,45.13,mild,2.88,59.43,0.55,no,normal,AWD,624.58,157.44,195.55,841.85,652.38
19.01,13.2,63.69,mild,-0.13,58.81,0.45,yes,sport,AWD,117.66,207.63,249.94,778.87,540.59
43.0,14.73,46.54,cold,-4.46,86.68,1.0,yes,sport,RWD,1330.28,219.2,88.2,425.57,385.11
41.54,7.72,48.77,cold,-3.18,111.04,0.08,no,eco,RWD,468.08,291.95,142.38,163.5,514.6
42.29,5.89,42.1,cold,3.22,80.78,0.51,yes,sport,AWD,514.04,238.07,171.55,449.46,487.34
90.32,7.52,63.34,hot,1.41,30.83,0.81,no,normal,RWD,1045.27,193.48,245.58,381.42,664.11
19.86,5.02,48.69,hot,4.64,22.04,0.67,yes,sport,FWD,186.78,187.64,182.67,332.43,457.4
12.72,0.33,58.34,hot,-3.9,110.66,0.86,yes,eco,FWD,1567.74,237.37,221.98,337.1,473.89
69.76,6.16,58.25,hot,-0.27,117.27,0.79,no,eco,AWD,1148.53,160.66,114.18,939.74,516.96
13.78,8.16,58.12,mild,-1.51,45.77,0.78,no,normal,FWD,1665.68,284.92,240.88,727.88,524.7
51.8,4.9,49.75,hot,4.24,81.7,0.2,no,eco,AWD,1843.89,289.36,60.74,535.6,519.36
29.12,6.81,47.82,mild,-0.55,42.0,0.48,no,sport,RWD,316.69,245.68,238.74,673.11,582.13
16.7,0.93,64.74,mild,0.1,61.45,0.4,no,normal,AWD,272.62,251.93,193.68,883.0,629.39
58.16,12.6,54.25,cold,1.95,107.58,0.76,yes,eco,FWD,660.31,273.99,187.75,463.19,511.62
91.61,4.87,42.08,cold,2.1,45.91,0.38,no,eco,FWD,1063.3,297.28,161.68,669.93,638.22
35.15,13.92,46.27,cold,4.89,87.21,0.42,yes,normal,AWD,737.53,226.96,199.76,997.82,469.78
19.7,6.95,40.3,hot,-3.65,107.6,0.41,no,normal,FWD,1951.14,189.8,136.92,481.83,430.31
81.24,12.05,46.53,cold,-3.24,73.32,0.99,yes,eco,AWD,492.62,213.22,241.57,491.66,564.2
60.11,11.74,50.94,mild,2.08,46.79,0.36,yes,normal,AWD,757.14,180.83,53.8,797.26,479.91
39.19,14.91,45.19,mild,-0.31,59.68,0.99,yes,eco,FWD,854.19,201.4,75.69,709.1,419.21
16.38,0.76,43.39,hot,3.6,77.12,0.6,yes,eco,AWD,131.9,183.99,244.18,984.81,562.9
70.0,2.12,43.56,cold,4.22,89.15,0.89,yes,eco,RWD,1877.16,191.7,101.72,676.18,519.64
99.06,0.7,64.69,hot,3.18,75.73,0.34,yes,sport,RWD,1403.68,213.88,72.29,355.67,606.41
24.68,6.95,41.06,hot,1.62,105.76,0.52,yes,eco,RWD,1922.85,242.12,115.06,313.09,421.69
66.17,4.19,49.11,mild,2.0,68.38,0.98,no,eco,RWD,1922.56,194.81,66.61,837.19,522.69
27.8,12.18,59.14,cold,3.68,63.8,0.23,yes,eco,AWD,436.61,210.77,215.76,149.83,529.34
28.7,13.8,49.55,mild,2.12,87.3,0.89,no,eco,FWD,301.32,174.55,115.91,560.34,478.69
67.97,12.91,58.85,mild,-4.79,70.27,0.96,yes,sport,AWD,352.31,215.92,97.85,315.81,467.66
19.75,5.42,61.58,cold,3.32,70.76,0.15,yes,sport,RWD,992.42,203.02,198.96,629.49,545.25
31.91,11.77,64.4,hot,2.27,68.23,0.93,no,eco,RWD,486.53,201.09,206.43,117.9,553.45
80.49,1.32,45.39,cold,-0.48,26.0,0.08,yes,eco,AWD,1484.14,159.12,237.97,472.72,667.63
17.88,4.35,63.56,hot,-1.07,22.36,0.94,no,normal,RWD,1243.65,233.26,193.33,534.97,532.88
34.35,14.62,55.61,cold,0.36,77.57,0.35,yes,eco,AWD,1471.61,294.99,122.91,696.68,477.66
93.29,5.53,46.51,cold,4.27,37.34,0.49,yes,normal,RWD,1128.2,191.39,191.27,211.14,593.0
29.26,8.74,44.26,mild,-4.88,106.92,0.89,yes,normal,RWD,1417.45,198.62,187.37,211.3,414.0
74.51,3.89,43.65,mild,0.4,115.71,0.92,yes,sport,FWD,885.57,227.61,54.43,149.03,426.76
76.61,13.89,46.19,hot,-2.14,59.26,0.98,yes,normal,FWD,1296.5,263.09,162.98,520.55,510.12
48.94,5.66,57.28,cold,0.11,23.59,0.86,no,normal,FWD,1094.62,249.3,63.38,434.93,507.72
15.31,1.55,61.7,hot,-2.41,78.57,0.09,yes,eco,AWD,580.24,179.52,181.44,853.1,565.34
47.88,9.99,47.36,cold,1.87,54.19,0.39,yes,normal,RWD,317.85,176.84,130.5,515.01,529.76
11.35,12.83,57.08,cold,2.3,92.34,0.05,yes,eco,FWD,1916.63,242.03,175.01,214.82,458.75
19.1,2.03,50.08,hot,-4.3,75.51,0.75,yes,sport,RWD,1184.84,183.6,166.19,863.8,483.08
51.64,1.28,48.34,hot,1.38,65.3,0.24,no,normal,FWD,1509.29,292.15,127.56,429.65,562.89
76.99,2.06,40.6,cold,-0.75,22.68,0.39,no,eco,FWD,900.8,158.68,142.91,403.0,621.26
25.24,8.5,47.14,cold,-0.25,52.21,0.62,no,normal,FWD,600.33,265.88,148.52,429.82,527.84
27.24,9.37,59.52,hot,1.64,83.67,0.79,no,eco,RWD,1422.39,169.94,152.69,741.29,542.43
69.81,7.43,41.18,cold,-2.9,32.06,0.56,no,eco,RWD,981.36,240.02,213.19,492.25,584.52
17.77,9.47,41.54,cold,-2.48,86.93,0.26,yes,sport,AWD,228.71,275.42,147.54,523.58,444.91
23.83,1.93,60.85,mild,-2.13,100.0,0.26,yes,sport,AWD,293.89,228.61,206.07,717.51,550.65
20.93,12.3,55.18,hot,-1.26,93.21,0.75,no,sport,AWD,566.21,284.66,53.45,527.11,391.13
69.66,0.51,61.04,mild,2.37,112.58,0.46,yes,sport,AWD,236.7,191.96,249.2,420.76,591.23
62.34,5.71,58.31,hot,-3.71,36.67,0.36,yes,sport,FWD,559.35,210.66,106.35,903.39,518.02
22.75,13.43,49.91,hot,0.48,114.31,0.52,yes,sport,RWD,1040.54,201.23,132.7,171.91,375.06
91.09,1.6,58.06,hot,-1.37,112.99,0.77,yes,eco,FWD,1531.52,271.62,58.68,936.76,547.35
70.99,1.57,43.92,mild,-3.85,52.3,0.23,no,eco,AWD,1849.38,254.69,138.56,888.99,580.62
61.39,0.77,42.18,cold,-1.82,97.32,0.14,yes,sport,AWD,1440.2,209.66,195.45,406.73,558.42
